road_id,idle_driver_count
"(436852467, 2825706550)",6
"(1831853323, 1831853315)",2
"(436852467, 436858838)",4
"(1831853315, 3215381031)",5
"(436883262, 1831853323)",5
"(4636791701, 436883262)",3
"(1831853323, 436883262)",3
"(798556436, 3645492241)",3
"(2824759281, 436821663)",5
"(3215381031, 1831853323)",3
"(436821642, 2824759281)",3
"(436883262, 4636791701)",1
"(436849346, 1104187224)",6
"(414685935, 3966543491)",3
"(4065497954, 436849340)",2
"(3966556109, 3966543505)",2
"(3823125312, 436849346)",3
"(436849390, 1133534467)",1
"(1104187224, 1133534467)",1
"(436857354, 3966543491)",1
"(1133534464, 436849346)",1
"(3811629371, 3811629192)",5
"(1133534464, 1133534467)",1
"(1133534464, 436857321)",3
"(436393613, 4065497954)",2
"(3823125301, 436849340)",2
"(2605603673, 3414052384)",3
"(436857354, 5756267874)",1
"(3811629192, 436826294)",1
"(3823125301, 3823125312)",4
"(3966543491, 3966543505)",2
"(3855510801, 3855509868)",1
"(3966543505, 3966556109)",3
"(436867864, 1104187224)",2
"(3966543491, 436857354)",3
"(3414052384, 4151464753)",2
"(3855510801, 436852821)",2
"(436857321, 3823125301)",1
"(436849346, 1133534464)",3
"(436849390, 1104187224)",2
"(3414052384, 2605603673)",2
"(414685935, 436849340)",1
"(3811629192, 3811629371)",5
"(3823125312, 3823125301)",2
"(436826294, 3966556109)",1
"(436857321, 1133534458)",2
"(436849346, 436814857)",1
"(436814857, 414685935)",2
"(436867864, 436814857)",3
"(414683348, 3414052384)",1
"(414685935, 436814857)",1
"(436852821, 3855510801)",3
"(436857354, 4151464753)",1
"(2288449081, 2605603673)",1
"(4065497954, 436393613)",1
"(1104187224, 436849390)",1
"(4065497954, 414683348)",1
"(3823125312, 414683348)",1
"(3966543505, 3966543491)",1
"(3966556109, 436826294)",1
"(3855510801, 4065497954)",1
"(436849340, 3823125301)",1
"(5756267874, 436857354)",2
"(1133534467, 1104187224)",1
"(1104187224, 436849346)",1
"(436849346, 3823125312)",1
"(3823125301, 436857321)",1
"(3855509868, 436852821)",1
"(4151464753, 3414052384)",2
"(1133534467, 436849390)",1
"(3966543505, 3811629371)",1
"(436857321, 1133534464)",1
"(1133534458, 436857321)",1
"(2605603673, 2605603658)",1
"(3811629371, 436814857)",1
"(2605603673, 2288449081)",1
"(1796592901, 414684264)",2
"(436844047, 2108483903)",3
"(436836830, 436838806)",1
"(4727954738, 414692676)",2
"(2108483903, 436844047)",3
"(1796592361, 3855262819)",1
"(414692678, 414692712)",4
"(1796592901, 2290064273)",1
"(3195448246, 2290064277)",1
"(2464827642, 414692676)",2
"(414692678, 2288197199)",1
"(414684251, 436846902)",2
"(414692676, 414692675)",4
"(1796592354, 1796592361)",5
"(436845944, 436845940)",2
"(414692675, 4642686671)",3
"(436846902, 414684251)",2
"(436845944, 414684246)",2
"(3855262794, 3855262827)",2
"(2464827646, 414683141)",1
"(4642686671, 414692675)",1
"(2290064279, 3195448235)",1
"(436838806, 414684251)",1
"(414684264, 436846902)",1
"(414684246, 436845940)",1
"(3855262819, 1796592361)",2
"(2290064273, 2290064279)",2
"(414692676, 4727954738)",2
"(414684264, 1796592901)",2
"(414692675, 414692676)",2
"(436846902, 414684264)",1
"(1796592361, 2288197199)",2
"(2290064273, 414684301)",1
"(1796592354, 414692728)",1
"(436844047, 414684264)",1
"(2213087007, 436845940)",1
"(414684251, 436838806)",2
"(1796592361, 414692675)",2
"(2288197199, 414692678)",2
"(3855262819, 3855262827)",1
"(2464827645, 414692728)",2
"(414684251, 4097118265)",1
"(2288197199, 1796592354)",1
"(2464827646, 2464827645)",2
"(4097118265, 414684251)",1
"(436846902, 2108483903)",1
"(3192309339, 1796592901)",2
"(414684246, 1796592901)",1
"(414684301, 2290064273)",2
"(1796592901, 414684246)",1
"(414684246, 436845944)",1
"(1796592901, 3855262819)",1
"(414692676, 414692728)",1
"(414692676, 2464827642)",2
"(2464827645, 414683141)",1
"(2464827645, 2464827646)",3
"(414692732, 2464827642)",1
"(414683141, 2213087007)",1
"(436838806, 436836830)",2
"(3855262827, 436393421)",1
"(414692678, 852435329)",1
"(852435329, 414692678)",1
"(436845940, 436845944)",2
"(2213086977, 3192309339)",1
"(3195448246, 436845944)",2
"(1796592901, 3195448246)",1
"(2288197199, 1796592361)",1
"(3855262794, 3855262819)",1
"(600372014, 601729530)",2
"(2122451055, 732241493)",4
"(597181288, 2122451055)",4
"(2110318001, 2110318011)",1
"(601728873, 601728849)",2
"(999076122, 997781314)",2
"(2122451055, 2110318011)",4
"(601728852, 999076122)",7
"(997781314, 999076122)",2
"(597233176, 600372008)",2
"(601729530, 2122451014)",1
"(2110318011, 997781116)",2
"(2110318018, 997781314)",2
"(597181414, 597181605)",1
"(601728855, 601728827)",3
"(997781116, 732241493)",2
"(601728890, 601728873)",3
"(600371975, 597233255)",5
"(997781314, 2110318001)",4
"(597181605, 597181433)",3
"(601728827, 999076122)",3
"(600371975, 600371996)",1
"(600371996, 999076122)",2
"(601729530, 600372056)",2
"(2110318001, 997781314)",4
"(596482696, 600372014)",1
"(997781314, 414685047)",2
"(601728855, 601728873)",3
"(597233038, 597181664)",1
"(597233255, 2122450938)",3
"(2110318018, 2110318001)",2
"(597233255, 600372056)",1
"(597181981, 597233030)",3
"(601728849, 601728847)",1
"(601728826, 601728849)",1
"(997781314, 2110318018)",2
"(601728852, 601728826)",1
"(2122451055, 597233176)",2
"(601728827, 601728833)",1
"(601728847, 596482689)",1
"(2110318011, 2110318001)",3
"(999076122, 600371996)",1
"(999076122, 601728833)",1
"(2122450938, 597181468)",2
"(597181981, 597232975)",3
"(414685047, 997781314)",2
"(601728890, 597233176)",2
"(999076122, 601728826)",1
"(2110318001, 2110318018)",1
"(597181433, 597233038)",1
"(596500140, 597181414)",1
"(6652642752, 6652642748)",4
"(759684516, 5377225854)",5
"(2153793060, 759684516)",2
"(414689951, 414689953)",3
"(759684516, 735145057)",5
"(2485207061, 414689951)",5
"(5373732381, 735145057)",3
"(5299429030, 414689954)",3
"(759684516, 414689954)",3
"(735145057, 5373732381)",1
"(759684512, 759684516)",5
"(5377225854, 759684516)",5
"(759684512, 4809482699)",5
"(2485207061, 414689960)",2
"(414689953, 414689951)",2
"(414689954, 759684516)",3
"(2462573958, 414689953)",2
"(4809482699, 6652642752)",2
"(414689954, 414689953)",2
"(759684516, 2153793060)",1
"(2153793060, 414689954)",2
"(6652642748, 6652660136)",5
"(735145057, 735144917)",1
"(414689951, 2467797777)",3
"(2103673499, 2462573958)",3
"(4809472043, 414689953)",2
"(6652660136, 759684512)",2
"(414689954, 2153793060)",1
"(414689951, 2462573958)",3
"(5441718316, 5299429030)",1
"(414689954, 5299429030)",2
"(2462573958, 2103673499)",2
"(759684512, 2485207061)",1
"(2467797777, 414689951)",2
"(2485207061, 759684512)",3
"(414689960, 2485207061)",2
"(5299429030, 5441718316)",1
"(414689953, 759684512)",1
"(2485084118, 4809472043)",2
"(6647148520, 414689953)",2
"(414689953, 2462573958)",2
"(735145057, 759684516)",1
"(2462573958, 414689951)",1
"(414689953, 414689954)",1
"(414689951, 2485207061)",1
"(732066513, 614825229)",2
"(2802920774, 3488653629)",3
"(734691351, 734691061)",4
"(734691390, 732439651)",2
"(4709966474, 734690646)",6
"(845976102, 436762264)",2
"(3488653629, 845976193)",4
"(3488653627, 5051577762)",2
"(4709966474, 734691337)",5
"(765257891, 734690646)",4
"(732439651, 734691365)",3
"(436830741, 436830740)",2
"(2927282422, 1906684728)",2
"(734691365, 734691337)",3
"(2927282422, 3488653629)",5
"(734691061, 4709966474)",4
"(734691365, 732439651)",5
"(1906684728, 2927282422)",5
"(1906684728, 1906684726)",4
"(614825421, 436762264)",1
"(4643770733, 2927282422)",1
"(845976270, 3488653629)",4
"(436830740, 436830738)",3
"(734691337, 845976102)",1
"(436830738, 436830734)",5
"(436762264, 1906684728)",3
"(734690646, 765257891)",2
"(4643770714, 5403581993)",1
"(3488653629, 3488653627)",1
"(732439651, 734691390)",1
"(734690646, 4709966474)",3
"(845976102, 734691351)",2
"(1906684726, 436830742)",2
"(5403581993, 845976102)",3
"(4709966474, 734691061)",1
"(436830734, 4643770714)",3
"(3488653629, 2927282422)",1
"(734691061, 4051134799)",1
"(4051134799, 734691061)",2
"(436830738, 845976102)",2
"(4875263072, 4603054944)",2
"(4603044850, 4872343731)",2
"(4603054944, 414683333)",2
"(4686981977, 5818277129)",4
"(4642155829, 4642155830)",3
"(4686981975, 4634424291)",1
"(1791473931, 4637312786)",1
"(4642155830, 4642155829)",3
"(4637312786, 4686981977)",1
"(4875263099, 4603061160)",1
"(414685389, 4604816670)",2
"(4019735068, 4875263072)",1
"(4875263098, 4603061167)",3
"(5818277129, 4872343731)",2
"(414683333, 4603054944)",1
"(3441292766, 3441292767)",2
"(3441292766, 3402008618)",2
"(4603061167, 4875263099)",1
"(4163632110, 4686981975)",2
"(4637312786, 1791473931)",1
"(4604816670, 4642155829)",2
"(4872343731, 5818277129)",1
"(4642155829, 414685389)",2
"(4642155829, 4603014012)",1
"(4163632110, 436718573)",3
"(4604816670, 4872343731)",2
"(4603054944, 4875263099)",2
"(4603061160, 4603061163)",1
"(4875263099, 4603061167)",2
"(4686981978, 1791473931)",2
"(4642155829, 4604816670)",3
"(1791473931, 4604816670)",2
"(5818277129, 4686981978)",1
"(4634424290, 5818277129)",2
"(4603014010, 4163632110)",1
"(4642155830, 4603061167)",1
"(4603061167, 4603061163)",2
"(4686981975, 4163632110)",2
"(4875263098, 414683333)",2
"(4634424291, 4686981975)",1
"(4603039155, 4019735070)",1
"(4604816670, 414685389)",1
"(4603061163, 4872343735)",1
"(4634424290, 4163632110)",1
"(4019735068, 4019735070)",1
"(4603014010, 4603044850)",1
"(4872343771, 4642155830)",1
"(4875263098, 4875263099)",1
"(4603061163, 4603061167)",1
"(4603061167, 4642155830)",2
"(4603061167, 4875263098)",3
"(4686981978, 5818277129)",1
"(5818277129, 4634424290)",2
"(4686981975, 5818277129)",2
"(4634424290, 4603044850)",1
"(4872343771, 414685389)",1
"(4872343735, 4642155830)",1
"(4875263072, 4603061160)",1
"(4875263100, 4603039155)",1
"(4686981975, 5820407194)",2
"(5820407194, 4686981975)",2
"(4872343771, 4875263098)",1
"(436718573, 4163632110)",1
"(4604816670, 1791473931)",2
"(414685389, 4875263098)",1
"(414683333, 4875263098)",1
"(4872343731, 4604816670)",1
"(4637312787, 5818277129)",1
"(4642155830, 4872343735)",1
"(5818277129, 4686981975)",1
"(1939143544, 1939143615)",3
"(732247759, 436831356)",3
"(436880323, 436875073)",2
"(1939143544, 1939143672)",4
"(732247759, 436761711)",2
"(436880323, 436870860)",4
"(1306420373, 436839082)",1
"(414685840, 436870860)",5
"(436880740, 1859641730)",4
"(1939143615, 1939143544)",1
"(436870860, 414685840)",4
"(414685840, 1939143544)",4
"(436839082, 1306420373)",1
"(3800707766, 436839082)",2
"(1859641730, 6856237221)",2
"(436875073, 436880323)",1
"(436875073, 1859641687)",1
"(1859641553, 3958151942)",5
"(6856237221, 436880740)",2
"(414685925, 436870860)",3
"(414685370, 436849780)",1
"(436849780, 414685370)",2
"(436831391, 1859641730)",2
"(436870860, 414685925)",2
"(6856237221, 6316084720)",2
"(6316084720, 6856237221)",2
"(414685370, 6316084720)",2
"(436761726, 733122549)",2
"(436880740, 6856237221)",2
"(414685370, 1859641553)",2
"(2135060818, 733122549)",2
"(6856237221, 2135060818)",1
"(2858053222, 436849780)",5
"(436831356, 436831391)",3
"(436849780, 2858053222)",2
"(1859641730, 1939143615)",1
"(1859641730, 436880740)",2
"(1939143659, 1939143544)",1
"(1939143615, 1859641730)",3
"(3958151942, 1859641553)",3
"(1939143544, 414685840)",1
"(1859641687, 436875073)",1
"(6856237221, 436831391)",2
"(1859641553, 414685370)",3
"(436870860, 436880323)",2
"(436870860, 3832473811)",3
"(6316084720, 414685370)",1
"(414685840, 436875073)",1
"(414688044, 4156274092)",3
"(436872973, 2111924747)",4
"(5068829497, 414687895)",3
"(436833545, 3835756882)",4
"(436833537, 3835756882)",2
"(3835755045, 4089970235)",4
"(436761857, 4634761685)",2
"(436819957, 436866470)",1
"(4634761669, 436839150)",2
"(3849662690, 436761873)",2
"(4156274098, 2111825359)",2
"(4156274106, 436866470)",2
"(436839150, 4634761676)",1
"(3834608758, 436874276)",3
"(4156274092, 4089970235)",3
"(436819957, 414687947)",2
"(3835756882, 436833537)",1
"(436839150, 4634761669)",1
"(436874276, 436874276)",1
"(4156274106, 2111825359)",2
"(436874276, 3834608758)",1
"(436761909, 4089970235)",3
"(436855407, 436872973)",2
"(414687967, 414687982)",1
"(436833537, 4089970235)",1
"(436855407, 4156274106)",1
"(436819975, 436833545)",2
"(436866470, 414687895)",2
"(436872973, 414687982)",1
"(3835756882, 4156274093)",2
"(4156274106, 414687947)",1
"(414687982, 414687967)",2
"(436874276, 4156274092)",1
"(2111825359, 4156274106)",1
"(3835756882, 436833545)",2
"(436833545, 436819975)",1
"(3835755045, 436761873)",2
"(436838954, 414687947)",2
"(436833537, 414687982)",1
"(4634761669, 2111924747)",1
"(2111924747, 3849662690)",1
"(3849662665, 2111924747)",2
"(436866470, 436819957)",2
"(2111924747, 436872973)",1
"(414687967, 436855407)",1
"(414687947, 436819957)",3
"(4156274093, 3835756882)",1
"(414687895, 436866470)",2
"(4156274098, 414687982)",1
"(436761909, 3835755045)",1
"(436761909, 3840336807)",2
"(4634761669, 4634761685)",3
"(4156274093, 436761909)",1
"(4089970235, 3835755045)",1
"(3835756882, 4156274098)",1
"(4634761669, 4634761676)",1
"(3840336807, 436761909)",1
"(4634761676, 436839150)",1
"(4156274106, 436855407)",1
"(436761857, 4634761669)",1
"(436761873, 436761857)",1
"(436872973, 436855407)",1
"(414687947, 4156274106)",1
"(4156274098, 3835756882)",1
"(414687967, 2111825359)",1
"(414687982, 4156274098)",1
"(436402910, 5587181199)",3
"(3414087838, 3414087389)",3
"(449473090, 449473568)",2
"(4684562294, 4684562296)",1
"(449464918, 449468527)",3
"(436830207, 3849185769)",4
"(3414087838, 414685968)",1
"(449464918, 449464861)",3
"(449473568, 449473088)",1
"(449473090, 449472899)",4
"(449472899, 449473568)",1
"(414685968, 3414087838)",2
"(449472636, 449472899)",2
"(449472636, 449473090)",3
"(436402910, 414685926)",2
"(4103447158, 436402910)",1
"(1104187225, 414685926)",2
"(2141596087, 2141596065)",2
"(3849185769, 1133534451)",1
"(414685930, 436776239)",1
"(2605603658, 1104187225)",1
"(449472636, 449471589)",1
"(436402910, 2141596002)",1
"(449468527, 449469095)",1
"(3849185769, 436830207)",3
"(5294398232, 4684562294)",2
"(449473568, 449473090)",1
"(449471589, 449471230)",2
"(449468527, 449464918)",2
"(436830207, 449464861)",1
"(414685926, 436402910)",3
"(436393613, 5587181199)",1
"(449473088, 449472636)",1
"(449471230, 449471589)",1
"(436402910, 4103447158)",2
"(1104187225, 2288449081)",2
"(4103447158, 4103447158)",2
"(2141596002, 2141596087)",2
"(4103447158, 414683348)",2
"(449471589, 449472636)",2
"(449469095, 436402910)",1
"(449464861, 449464918)",2
"(449472636, 449473088)",2
"(436776239, 1104187225)",1
"(449468527, 3849185769)",1
"(449469095, 449468527)",2
"(1133534473, 3849185769)",1
"(4684562294, 2139867172)",1
"(2141596002, 436402910)",1
"(449473088, 449472899)",2
"(449471589, 449464861)",1
"(414685926, 1104187225)",1
"(4684562296, 2139811828)",1
"(436776239, 414685930)",1
"(414685926, 414685930)",2
"(5587181199, 436402910)",1
"(449473090, 449472636)",1
"(449472899, 449473088)",1
"(2141596040, 2141596002)",1
"(449464861, 449471589)",1
"(414685968, 414685930)",1
"(2141596087, 2141596040)",2
"(2139811745, 2141596040)",1
"(2141596002, 4684562296)",1
"(414683348, 4103447158)",1
"(449473568, 449472899)",1
"(436854170, 414686095)",5
"(436862872, 2309932453)",1
"(4086709496, 436854170)",2
"(436845021, 414686099)",5
"(414686099, 414686095)",4
"(414686095, 3891198185)",4
"(414683404, 2292697262)",3
"(2292697262, 4086709496)",4
"(436854170, 3891198185)",6
"(2309932453, 436862872)",2
"(2960309741, 5930698997)",3
"(2292697262, 414683404)",1
"(3891198185, 414686095)",1
"(436873829, 436854170)",3
"(414686099, 436867704)",2
"(414686099, 2309932453)",5
"(436873829, 2960308284)",3
"(2309932453, 436854170)",4
"(5930698997, 2960309741)",3
"(414686099, 436845021)",3
"(436862872, 2960308284)",5
"(436862872, 436867704)",2
"(5930698997, 436873829)",3
"(414686095, 436854170)",2
"(4086709496, 2960309741)",2
"(436854170, 4086709496)",4
"(5930698997, 2960308284)",4
"(414686095, 436867900)",3
"(2960308284, 5930698997)",3
"(436873829, 5930698997)",1
"(4086709496, 414683404)",2
"(2960308284, 436862872)",2
"(436867900, 414686095)",1
"(414683404, 4086709496)",2
"(436867704, 414686099)",1
"(436854170, 436873829)",3
"(436854170, 2309932453)",2
"(4086709496, 2292697262)",1
"(436538601, 5820510524)",3
"(436538608, 436832681)",2
"(414685283, 436832681)",5
"(436538608, 1936511409)",5
"(436832681, 414688093)",4
"(3840461170, 414688093)",4
"(3840461170, 1936511409)",5
"(436832681, 436538616)",5
"(414688093, 436832681)",10
"(1936511409, 3840461170)",5
"(436538601, 436538608)",5
"(436538608, 436538601)",3
"(436538601, 414683263)",2
"(1936511409, 436538608)",7
"(414688093, 414685386)",5
"(414688093, 1936511409)",5
"(436538616, 436832681)",4
"(5820510524, 5820510966)",6
"(436832681, 414685283)",4
"(5820510966, 5820510524)",4
"(436832681, 436538608)",2
"(1936511409, 414688093)",4
"(414685386, 414688093)",2
"(414683263, 436538601)",5
"(4158630087, 3835931232)",1
"(1936512148, 4158685890)",3
"(436880190, 436854894)",1
"(414686147, 436836975)",1
"(436856637, 436856631)",5
"(436855608, 436854894)",2
"(3830773229, 3830773343)",4
"(436836975, 2655579466)",1
"(4158630087, 3836444888)",4
"(4158630087, 436855634)",2
"(436880190, 1936512148)",2
"(1795189951, 287702768)",2
"(3835931232, 3835970746)",2
"(3836121467, 436880190)",1
"(3835970746, 3835931232)",2
"(2655579459, 3830773343)",4
"(4158685890, 1936512148)",1
"(4158685890, 3836121467)",1
"(3836121467, 2655579466)",4
"(1936512296, 436882136)",3
"(2655579459, 4158685890)",3
"(1936512148, 436839389)",2
"(436855608, 436855634)",2
"(3830773343, 436839389)",2
"(3835970746, 436836975)",3
"(436836975, 414686147)",2
"(4159834912, 2655579459)",1
"(2655579466, 3836121467)",3
"(436855634, 436855608)",3
"(436854894, 436856637)",1
"(436856637, 436882136)",2
"(1795189951, 436855608)",2
"(436855608, 1795189951)",2
"(3836121467, 4158685890)",1
"(2655579459, 2655579466)",3
"(436855634, 4158630087)",5
"(436836975, 3835970746)",1
"(1939144192, 1936512278)",1
"(436854894, 436880190)",1
"(3835931232, 4158630087)",1
"(3830773343, 2655579459)",2
"(3830773343, 3830773229)",2
"(3836444888, 436854894)",1
"(4158685890, 3830773343)",1
"(436856637, 436854894)",2
"(4158685890, 2655579459)",1
"(436870438, 436880190)",2
"(1936512183, 1939144291)",1
"(2655579466, 436836975)",1
"(3836444888, 436870438)",1
"(436870438, 4158630087)",1
"(1936512183, 436856637)",1
"(3830773343, 1936512148)",1
"(3836444888, 4158630087)",1
"(5288807066, 3969044972)",6
"(436816020, 436849771)",7
"(436849771, 436816020)",3
"(436833474, 436833476)",4
"(436833476, 436833474)",6
"(4175100029, 436849774)",3
"(5371316971, 4175100029)",4
"(3840461170, 436833472)",1
"(436849774, 436849771)",6
"(4175100029, 5371316971)",5
"(3969044972, 5288807066)",7
"(5288807066, 5288807072)",3
"(436849771, 6448802497)",3
"(436833476, 3969044972)",3
"(436833472, 3840461170)",5
"(5371316971, 436852620)",2
"(3969044972, 5288807072)",2
"(436833472, 5371316971)",4
"(436833472, 436833474)",8
"(436833474, 436833472)",2
"(5371316971, 436833472)",1
"(6448802497, 436849771)",3
"(436849771, 436849774)",2
"(436852620, 5371316971)",3
"(5288807072, 3969044972)",4
"(436849774, 436816024)",2
"(436816024, 436849774)",2
"(436849774, 4175100029)",2
"(436849771, 5288807066)",1
"(3210749536, 5352126712)",1
"(5358445684, 4097100507)",1
"(436843328, 4097100507)",1
"(2814707110, 2814707138)",2
"(436824048, 2589198368)",1
"(2288228329, 2589375668)",1
"(850575756, 850575845)",1
"(2589321537, 2589321569)",1
"(4376954805, 4377350134)",1
"(2589321542, 4375633104)",4
"(3194526203, 3194670359)",1
"(1837127506, 436847068)",1
"(436824048, 4376914904)",1
"(2589375668, 2288228329)",1
"(436844047, 850575845)",1
"(436836018, 2296550383)",1
"(850576270, 4097100507)",1
"(414684403, 4939740100)",1
"(4053734490, 4377350134)",3
"(2589198374, 4376914904)",1
"(414684403, 2569259042)",1
"(850576270, 5358445684)",2
"(436824048, 436836018)",1
"(5358445684, 2589321537)",4
"(4097100507, 436843328)",3
"(2589332554, 2589321537)",1
"(2589375668, 4053734490)",2
"(2589375665, 2589163227)",1
"(2589321537, 5358445684)",1
"(5076485642, 4375629827)",1
"(2589332554, 2589321569)",1
"(2290064277, 436870899)",1
"(850576483, 436830601)",1
"(4939740100, 436847068)",2
"(4376915278, 436801321)",1
"(4376915264, 4376954805)",1
"(2589198368, 2569259038)",2
"(850575781, 436830601)",1
"(436843328, 2290007134)",1
"(436824104, 436847068)",4
"(436847068, 1837127506)",1
"(2589321537, 2589332554)",2
"(4376914904, 436824048)",1
"(4377350134, 4053734490)",1
"(2590252292, 4376915264)",1
"(2589375668, 2589375665)",1
"(850575781, 850576483)",2
"(2569259038, 4376915264)",2
"(436801321, 4376915278)",1
"(436801323, 2589375665)",2
"(4097100499, 4097100507)",1
"(436843328, 3194670359)",1
"(2108483914, 2569259042)",1
"(2296550383, 436836018)",1
"(2108483914, 2296550383)",1
"(436870899, 414684301)",2
"(2589321569, 2589321542)",1
"(436836018, 2589198368)",1
"(436843328, 414684301)",1
"(2288228288, 2569259038)",2
"(2589198374, 2589321627)",1
"(4375633035, 2589321542)",1
"(3194670359, 2814707138)",1
"(4097100499, 4376915264)",1
"(2589321627, 4376914904)",1
"(414684301, 436843328)",1
"(436843328, 850575756)",1
"(2288228288, 4377350116)",1
"(436847068, 436824104)",1
"(2569259038, 2288228288)",1
"(4376914904, 2589198374)",1
"(2589375665, 2589375668)",1
"(414684301, 436870899)",1
"(4377350116, 2288228288)",1
"(4375633035, 2589332554)",1
"(850575845, 850576429)",1
"(2589321627, 436801321)",1
"(2589332554, 4375633035)",1
"(5358445684, 5358445682)",1
"(2812871912, 2812884066)",3
"(2812910296, 5801302005)",3
"(2812910296, 2726710475)",2
"(2142722866, 2812910296)",3
"(2812475385, 2289555861)",1
"(2808335780, 436861166)",4
"(2812463817, 2289557076)",2
"(2812910296, 436860922)",1
"(2808335773, 2289557076)",1
"(436841752, 436841754)",2
"(606947438, 2812463817)",2
"(2808335788, 2808335782)",2
"(4684705406, 2142722878)",2
"(436861166, 2808335788)",2
"(436841754, 2808335782)",4
"(436841754, 2808335780)",2
"(436811669, 2812884066)",2
"(4684705405, 4684705411)",1
"(606947366, 2812470194)",1
"(2812470194, 2289556903)",2
"(2808335780, 2808335773)",2
"(2812884066, 2812884068)",1
"(4684705392, 2142722871)",1
"(436841832, 436866876)",1
"(436811669, 436860922)",1
"(6220014466, 2142722811)",2
"(2812470194, 606947454)",3
"(2812871912, 2812884068)",2
"(436841821, 436841814)",1
"(2142722811, 2142722941)",3
"(2142722871, 2812910296)",2
"(2812463817, 606947454)",1
"(1794320054, 606947629)",2
"(2813280012, 4684705392)",2
"(2812910296, 2142722777)",1
"(2812884066, 2812475705)",2
"(4684705411, 4684705414)",1
"(606947636, 606947366)",1
"(436825299, 414685012)",1
"(606947454, 2289556903)",1
"(606947520, 2812463817)",1
"(2808335780, 2289557076)",1
"(606947629, 436841743)",1
"(2812884066, 436811669)",1
"(436811669, 2289666895)",1
"(2812470194, 2289555861)",2
"(2812475385, 436841725)",1
"(436860922, 436811669)",1
"(2812463817, 606947520)",1
"(2812884066, 4684705392)",1
"(2289557076, 2812463817)",1
"(5801302005, 436860922)",1
"(2142722866, 2142722777)",1
"(436861166, 2142726778)",1
"(436841728, 2812475385)",2
"(2812475705, 2812884066)",1
"(2142722777, 2812910296)",1
"(2812914704, 436811669)",1
"(2812475705, 2812475385)",1
"(436860922, 5801302005)",1
"(2812910296, 436871672)",1
"(2812910296, 4684705411)",1
"(2142726778, 436861166)",1
"(606947438, 606947520)",1
"(4598539479, 2812910296)",1
"(436860922, 2812910296)",1
"(2289555861, 2812470194)",1
"(606947629, 606947636)",1
"(847528158, 2316629701)",2
"(847528158, 414693475)",1
"(414693475, 847528158)",2
"(2300630350, 2300630338)",2
"(414693475, 2302017290)",3
"(4670861346, 2316629701)",4
"(2300630350, 414693450)",4
"(850491924, 414693466)",3
"(414693448, 414693541)",3
"(414693450, 414693448)",4
"(2316629701, 847528158)",3
"(2300639565, 2300630338)",2
"(847528158, 2300639568)",2
"(436661018, 1840961413)",3
"(2302017290, 414693448)",3
"(850491924, 414693475)",2
"(414693541, 414693448)",2
"(847528158, 2300630350)",1
"(850491924, 414693022)",5
"(2302017290, 414693475)",2
"(414693541, 414693022)",3
"(414693448, 414693450)",2
"(2316629701, 4670861346)",3
"(436661018, 1840968175)",2
"(2300650794, 2300650810)",2
"(414693022, 414693541)",5
"(2300650810, 2300639565)",3
"(2300639565, 414693450)",5
"(414693541, 2302017290)",2
"(2300630338, 2300639565)",1
"(414693466, 850491924)",1
"(414693448, 2302017290)",2
"(2300650810, 2300650794)",2
"(2300630350, 847528158)",1
"(1840961413, 436661018)",1
"(2300639568, 847528158)",2
"(414693450, 436661018)",2
"(414693568, 1840968175)",3
"(2302017290, 414693541)",1
"(414693475, 850491924)",2
"(2300630338, 2300630350)",1
"(436661018, 414693568)",1
"(414693022, 850491924)",1
"(1840968175, 436661018)",1
"(414688087, 436839310)",4
"(3845127233, 3843999986)",4
"(414688079, 3845808771)",5
"(3845808771, 436844735)",5
"(414688079, 414688082)",3
"(436835948, 3845127233)",4
"(414688087, 436835948)",1
"(1936512422, 436839310)",5
"(436839300, 436839310)",2
"(436844735, 414688079)",2
"(414688087, 414688082)",3
"(414688073, 436839300)",5
"(436839310, 1936512422)",2
"(414688073, 3845127233)",2
"(436839310, 414688087)",2
"(3845808771, 414688079)",3
"(414688082, 414688087)",4
"(436835948, 414688079)",2
"(436839300, 3845127233)",5
"(436835948, 414688087)",5
"(414688087, 436538820)",4
"(414688079, 436844735)",3
"(3849711468, 436761947)",2
"(436839300, 414688073)",4
"(3845127233, 414688073)",1
"(436538820, 1936512422)",2
"(3845127233, 436835948)",4
"(436761947, 3849711468)",3
"(1936512422, 436538820)",1
"(436538820, 414688087)",1
"(436844735, 3845808771)",2
"(436839310, 436839300)",2
"(3843999615, 414688073)",2
"(3845127233, 3845808771)",1
"(414688073, 3843999615)",1
"(3845127233, 436839300)",1
"(4615535562, 571457588)",1
"(571460044, 4615535562)",1
"(570942078, 2108483937)",2
"(436834073, 4634174094)",2
"(570814388, 571460044)",4
"(571457588, 414684665)",5
"(570942078, 2541477146)",1
"(4615479894, 4648365666)",1
"(1846736107, 436834073)",2
"(4615535562, 571460394)",1
"(4615479894, 414684627)",2
"(571460044, 2541477146)",3
"(4634174094, 2108483943)",1
"(436834069, 436834073)",3
"(2820731991, 414684627)",1
"(2108483850, 1846736107)",1
"(570814388, 570814902)",3
"(414684665, 571457588)",2
"(570814902, 570814388)",4
"(4648365666, 570942078)",3
"(4615535562, 571460044)",1
"(571460394, 4648365666)",3
"(2815064031, 436862716)",2
"(436862716, 2815064031)",2
"(4648365666, 571460394)",1
"(1846736107, 4634174094)",1
"(2108483937, 570942078)",3
"(4634174094, 436834073)",2
